Entry	Cross-reference (Pfam)
F8W642	PF00285;
A0A109NRI6	PF00969;
E4W3W0	PF00047;
J3KQL8	PF05461;
I4EPF9	PF07654;PF00969;
V9GY12	PF00612;
F2VNG2	PF00129;
F2VP56	PF00129;
H6V7S5	PF00129;
H7C288	PF00168;
A2N0T1	PF07686;
A0A087WT67	PF01352;PF00096;PF13912;
A0A087WXD4	PF10629;
H7C1B3	PF04042;
R4GN58	PF11957;
B4DHL5	PF14780;
B4DPL5	PF00282;
B4DVK5	PF00493;PF17207;
B4E359	PF07714;
C9J0E8	PF00083;
C9J877	PF07686;
C9JD82	PF00439;
C9JQ41	PF09774;
C9JUC4	PF05110;
C9JWU9	PF00561;
D6MJA1	PF00129;
D6MJH5	PF00129;
D6MLK5	PF00129;
C7E586	PF00129;
D3Y5Z9	PF00129;
E5RG37	PF00850;
A3RKK1	PF00129;
B0QZ88	PF01753;
F8WS75	PF07654;PF00129;
G3D6D3	PF00129;
Q67AF4	PF07654;PF16196;PF00993;
E7EPR4	PF05053;
E7EVB6	PF09068;PF09069;PF00569;
M9P9E0	PF00129;
A0A0A7C548	PF00129;
E9PR32	PF00615;
A0A059QCS4	PF00146;
K7P520	PF00129;
K7WG81	PF00116;PF02790;
A0A087WZJ2	PF06758;
G0X8R3	PF00129;
E5QC94	PF00895;
Q8NHZ2	PF04704;
W0GBJ0	PF07654;PF00129;
A0A0A7C7Y1	PF00969;
B7ZMK6	PF15070;
D3U756	PF00129;
H0YJ64	PF00610;
M0R3A6	PF02947;
R9WRP1	PF00969;
B7Z6F2	PF03151;
E9LT29	PF00129;
F4YUA4	PF00969;
F5H2D6	PF11277;
A0A0C5BKK9	PF00969;
Q2YHQ6	PF00129;
Q53HG1	PF05071;
F5GYQ2	PF03966;
G4XFZ5	PF00129;
A8K008	PF07654;PF07686;
C9J3Z2	PF00822;
G9HW92	PF00129;
A8K2C5	PF00028;PF01049;
E2D5N8	PF00129;
F6IQX3	PF07654;PF00129;
H0Y9J4	PF14857;
H0YF53	PF13516;
Q45QG1	PF00129;
Q5TBE9	PF01521;
A0A1C8DV98	PF00129;
F2VYL1	PF00129;
K7EJ23	PF14646;
D5L9D3	PF00129;
D6ML63	PF00129;
B7Z202	PF09069;PF00569;
A2VBC8	PF12424;
G0ZML0	PF00129;
G1EP56	PF00129;
Q7Z2W2	PF12548;PF00884;
U3PXU1	PF07654;PF00969;
C0KJZ1	PF00129;
E5RK74	PF02931;
E9PMM0	PF00083;
A0A024RAR0	PF15240;
C5J039	PF00129;
H2DDR7	PF07654;PF00129;
A5D8X1	PF00129;
A0A0B4J262	PF07686;
B4DJ72	PF13855;
B5MC22	PF10558;
A0A0E3DC04	PF00129;
A0A0E3DDF8	PF00129;
A0A0U1RQX0	PF07992;PF02852;
A0A0A0MQR1	PF00780;PF00069;
A0A0A0MTC5	PF00035;PF16482;
D6C518	PF00129;
F2VP53	PF00129;
G8B1X7	PF07654;PF00969;
H9E7Y3	PF06455;PF00361;PF00662;
Q9TP47	PF00129;
K7EK41	PF00027;PF02197;
M0R2R5	PF00209;
Q29777	PF00969;
B3KSS6	PF00233;PF08499;
B4E1T8	PF01186;
C9JHB1	PF02023;
H9BYV5	PF00129;
O78124	PF00129;
Q75MI5	PF02515;
C9JWK5	PF09606;
I3L470	PF00654;
I6NWL6	PF00129;
K9L8C3	PF00129;
X5CI32	PF06455;PF00361;PF00662;
A0A087WVC7	PF06758;
K7EM70	PF03024;
Q29647	PF00969;
A0A0A7C6T1	PF00969;
E9LY06	PF00129;
E9PDL8	PF00067;
E9PQT9	PF07653;
A0A087X1I5	PF01352;PF00096;PF13912;
Q6P0N9	PF13499;
Q0ZCG6	PF07686;
Q6PJ43	PF00022;
A0A167RMM9	PF07654;PF00129;
B3KMI7	PF01602;
A0A0E3X8E4	PF00032;PF00033;
A0A0G2JPW2	PF13895;
A0A0S2Z5U1	PF05071;
B7Z3Y2	PF07156;
E0WBT4	PF00129;
E0YTI5	PF00129;
G0Z8D4	PF00129;
A0A024RAD5	PF03345;
E9PIM2	PF00397;
A0A0U1UAT8	PF09294;PF01108;
C5IZV1	PF00129;
E0WBV2	PF00129;
E9LY56	PF00129;
B2RCX0	PF00956;
F4NBU7	PF07654;PF00129;
G9LE82	PF06455;PF00361;PF00662;
A0A0G2R1B4	PF00969;
A0A0K0KRG4	PF00129;
B4DF65	PF00373;
K7EQH9	PF05089;
A0A0B5KTB6	PF03414;
A0A0S1RXW4	PF00129;
A8MYR2	PF01641;
Q5ZGJ5	PF07686;
A0A1B5BA06	PF00047;
A0A0A7C3Q3	PF00129;
A0A0A7C423	PF00129;
A0A0A7C5L6	PF00969;
Q7YPW2	PF00969;
H0Y8I2	PF00400;
H0YC30	PF10377;
H0YGE0	PF10274;
Q6LCD8	PF14596;
H9NQW0	PF00895;
A7X5A5	PF00129;
A8K4F3	PF02295;
A8K5G2	PF02893;PF06602;
A8KA05	PF08699;PF16488;PF16487;PF16486;PF02170;PF02171;
C7FDS7	PF00129;
F6IQE8	PF07654;PF00129;
H0Y393	PF00092;
I3L0P7	PF15718;
Q4VAY2	PF15240;
A0A0K0KS29	PF00969;
A0A0A7C6Q6	PF00129;
Q860A9	PF00129;
B3KP83	PF02174;PF00169;
B4DSF8	PF12287;
G9I2M2	PF00129;
V5LKW9	PF00129;
Q59EG7	PF00619;
Q53HV1	PF16121;PF00467;PF00900;PF08071;PF01479;
V5NVG6	PF00129;
D2DKM4	PF00129;
A0A140T9W4	PF15975;
A0A068PF82	PF07654;PF00129;
A2TKE4	PF02818;
D3U3Q5	PF00129;
G0X8Q2	PF00129;
B4DKC1	PF02990;
F8R8L1	PF00129;
G3D6G2	PF00129;
G3XHN4	PF08205;PF07686;
H0YG47	PF16551;
J3QQL0	PF04080;
S5UGG7	PF00969;
O19774	PF00129;
Q861H1	PF00129;
C0M113	PF00129;
I1V5E9	PF07654;PF00129;
I2B305	PF00129;
M0QZA6	PF01352;
Q32P45	PF02136;PF00076;
U5IQN8	PF00129;
A0A0E3DDE7	PF00969;
A0A0G2JPT4	PF03600;
A0A140VJE4	PF05089;PF12972;PF12971;
A0A143Y4M2	PF07654;PF00129;
A0A1B0GXG0	PF00625;PF12052;
D3U3Z4	PF00129;
F8RHI7	PF00129;
F8W696	PF01442;
Q05DF6	PF00069;
B1AMF1	PF00179;
B4DQJ3	PF00784;
Q70I55	PF07654;PF00129;
Q9UPC2	PF16676;
U5YF62	PF00129;
A0A0A7C940	PF00969;
A0A126LB02	PF04529;
B4DVE0	PF00441;PF02770;PF02771;
H7C4H7	PF00155;
Q7YQ97	PF00129;
A0A0N7FRR0	PF07654;PF00129;
A0A1C3PHV1	PF07654;PF00129;PF06623;
C0KJY6	PF00129;
Q8TBU1	PF04756;
O95617	PF00041;
A0A0A7C8B6	PF00969;
F2VNK9	PF00129;
F2XI62	PF07654;PF00129;
H0Y7M6	PF00083;
H0YFH6	PF00059;
H7C5C1	PF09781;
A0A186VNJ9	PF00129;
B4DGF2	PF14868;
B4DI97	PF05327;
B4DPU3	PF00679;PF03764;
B4E0U0	PF13516;PF07834;
C9JCW3	PF08513;
D5G243	PF00129;
D6MJ79	PF00129;
D6MLM8	PF00129;
A9J7N7	PF00129;
C8CJB1	PF00129;
D1MYY9	PF07654;PF00129;
D3U488	PF00129;
D3U4B1	PF00129;
D4HPJ6	PF00129;
Q6P1K9	PF03630;
A0A0A7C8P9	PF00969;
H7BZT7	PF00756;
A0A0A6YYJ2	PF06387;
B8X5V0	PF06455;PF00361;PF00662;
M9P912	PF00129;
Q4U3X3	PF00969;
A0A140T904	PF00043;
H0YB39	PF00076;PF08080;
A0A140T9G7	PF07654;PF16196;
G0X8R8	PF00129;
J7GM69	PF00129;
A0A076JWY8	PF00969;
C4B6Q2	PF00865;
M0QYG1	PF09005;
M0R1B1	PF01352;
M0R267	PF01352;
R9RV30	PF04750;
R4N4F5	PF00129;
A7UHG9	PF00969;
A8K360	PF01352;PF00096;
A8K3Z4	PF13855;PF07714;PF16920;
E2GJM7	PF00129;
F6IQL9	PF07654;PF00129;PF06623;
G9HW40	PF00129;
H0YJN1	PF05458;
Q30146	PF00969;
Q5NV69	PF07686;
Q5U0C8	PF00352;
A0A1D3TZM9	PF07654;PF00129;
A0A059QJ14	PF06455;PF00361;PF00662;
B4DNQ2	PF01266;
H9MSR5	PF06455;PF00361;PF00662;
C9E1G7	PF00129;
F6M1S4	PF07654;PF00969;
H0Y2R3	PF01388;
H6A2D3	PF00129;
Q6UJZ6	PF00129;
D6RCA3	PF15722;
G3C9Y2	PF06444;PF00361;
I0JGT8	PF07654;
Q3B858	PF00640;
S6CRA0	PF07654;PF00969;
D7NNW8	PF00129;
E5G0Y3	PF00129;
H9PPW3	PF00032;PF00033;
H9T686	PF06444;PF00361;
Q5TLF9	PF00059;
D3U3L0	PF00129;
O78122	PF00129;
Q15254	PF03247;
Q9HBV8	PF07707;PF00651;
A0A0X7YVE8	PF00129;
A0A1B1TK67	PF00969;
F8VSB2	PF01896;
H7BZV3	PF00928;
B3KWX2	PF00501;
C6JSZ2	PF00129;
Q59FZ7	PF00867;PF00752;
Q9UFG7	PF08686;PF00090;
A0A126LAX2	PF04843;
J9TNS4	PF00129;
Q562S8	PF00022;
Q67AD9	PF07654;PF16196;PF00993;
C9WCS2	PF00129;
I2GAE1	PF07654;PF00129;PF06623;
K7EK36	PF01352;
L7PG27	PF00129;
M1SQT4	PF00129;
Q71U45	PF02935;
C7E567	PF00129;
E5RGD6	PF00494;
Q6N090	PF07654;PF07686;
F2Z2D7	PF00061;
K7EMC7	PF00042;
V5NQQ5	PF07654;PF00129;
L0BVP9	PF00129;
L0ERS6	PF00870;
A0A087WTA8	PF01410;PF01391;
A0A0A7C935	PF00969;
H7BZ32	PF02913;
H7BZD7	PF00566;
H7C0S3	PF05706;
Q6IB71	PF00227;PF10584;
Q7YQ45	PF07654;PF00129;
B3KSD4	PF02752;PF00339;
B2R6X5	PF00012;
A1Z291	PF00129;
Q8TCG9	PF07714;
H7C5R7	PF03901;
B2KJ49	PF00001;
B4DR89	PF16756;
B5B2D3	PF00129;
M9P9B7	PF00129;
X5MI23	PF00129;
K7EJ32	PF00781;
A0A186VP84	PF00969;
B1APF7	PF00069;
C9JXZ1	PF00287;
A0A0B7MI08	PF07654;PF00129;PF06623;
A0A0C4DGK8	PF03372;
A0A024R8R5	PF14799;
A0A0A0MQU8	PF00143;
A0A0A7C426	PF00969;
A0A0A7C9E1	PF00129;
B7Z7U9	PF01039;
B9EIK0	PF15487;
Q27I51	PF00129;
A0A0E3DC61	PF00129;
A0A0U2RF35	PF00129;
B7Z4V1	PF00307;
Q9NUN4	PF04091;
H3BUU8	PF12755;
I6TRV4	PF00129;
Q6PIV4	PF04677;PF04676;
B4DK31	PF01039;
U5YC84	PF00129;
B4DQ44	PF02758;
A0A0N7A6N2	PF00969;
A2MYD0	PF07686;
E5RHS6	PF06387;
H0Y926	PF08628;
H0YGJ8	PF08614;
H0YNH0	PF00478;
S5DHW1	PF07654;PF00129;
A0A087X197	PF00307;
I0BW48	PF00129;
C9J6W0	PF12371;
U3L9L1	PF01059;PF00361;
A0A186VN18	PF00129;
B7Z2F4	PF00118;
B8ZZM6	PF04089;
E9PMR8	PF12317;
G1EPN6	PF00129;
G1EQD4	PF00129;
Q1G4P0	PF00129;
Q86Y20	PF00351;
A0A0J9YX51	PF15371;
A0A0A7C4Q2	PF00129;
A0A0A7C643	PF00129;
E0YTI9	PF00129;
Q6IVJ9	PF07654;PF00129;
D2DKV6	PF00129;
D3HIC3	PF03414;
F8R122	PF00129;
C7FDV5	PF00129;
H0YBC1	PF04133;
A0A0N9QYF2	PF07654;PF00129;
Q95ID5	PF00129;
F6KSN0	PF07654;PF00969;
H0YK33	PF12884;
I3L3K9	PF13765;
Q53ZP9	PF00012;
B5MCG6	PF15129;
H9QKW8	PF00032;PF00033;
R4GMQ1	PF01593;
B7Z6Y8	PF03285;
J7F7B1	PF00129;
S4T6P7	PF00129;
A0A0A1TE54	PF07654;PF00969;
F2VNE1	PF00129;
Q30017	PF00969;
Q75LT0	PF00939;
A0A1B0GUK3	PF12052;
H7C5S5	PF01108;
Q5NV63	PF07686;
U6C058	PF07654;PF00129;
A0A0G2JPJ8	PF15118;
H0YHF4	PF07766;
I7KLY6	PF00969;
Q53SZ4	PF00988;
Q96AY5	PF00090;
S6AWD9	PF07654;PF07686;
A7L3U7	PF00969;
C9WCZ4	PF00129;
Q0KKI6	PF07654;PF07686;
Q53GQ5	PF04564;
A0A0A6YYK1	PF07686;
B5LZ19	PF00129;
D9IFP8	PF00129;
L7PF05	PF00129;
Q1G4P2	PF00129;
Q59EA9	PF00136;PF03104;
Q9BCS5	PF00969;
A0A0A7CA57	PF00969;
B7Z2D5	PF08442;
Q2Z218	PF09815;
A0A0A7C772	PF00129;
A0A0A7CAY1	PF00969;
Q2T9L2	PF13775;
A0A0E3DCS3	PF00969;
A0A0E3DDC0	PF00969;
A0A142J2H7	PF07654;PF00129;
A0A024R157	PF13506;
A0A0A7C737	PF00969;
A0A0A7C8E4	PF00969;
A0JLQ0	PF00129;
E0WBQ6	PF00129;
Q1PSF1	PF00047;
Q9UNW3	PF13804;
C9WEN9	PF00129;
F2VYI9	PF00129;
O19632	PF00969;
A0A140T8X3	PF01214;
F4YTE6	PF07654;PF00129;
A0A0S2Z523	PF02104;
A0A0A0MRJ9	PF00620;
B4DLH8	PF00221;
F1C3G8	PF00129;
G9HW67	PF00129;
A0A059S4N3	PF01059;PF00361;
A0A1C3PHH4	PF07654;PF00129;PF06623;
E3T0W8	PF00129;
Q7YNX9	PF00129;
Q8N4T7	PF10513;
C5NU26	PF00969;
D7NPQ0	PF00129;
E2D5P5	PF00129;
E2J423	PF00129;
H0YGK8	PF15784;
H9S0A0	PF06455;PF00361;PF00662;
I6NVY4	PF00969;
I6U9T8	PF00201;
Q99061	PF00503;
Q9UG17	PF00093;
W0HIK2	PF00129;
A0A087WUQ9	PF16368;
A0A087WYN1	PF15722;
L7UUQ7	PF00969;
Q0P512	PF00083;
A0A087X0S9	PF13885;
D2K1J5	PF01059;PF00361;
K9LDK9	PF00129;
L0BWX4	PF00129;
L0EPW3	PF00870;
M9P9X4	PF00969;
Q3LA85	PF07654;PF00969;
Q6I9S2	PF02731;
A0A0X7YJA2	PF00969;
A0A140T9H4	PF07654;PF00129;
A0A1B0VZH8	PF00361;
A0A087WV02	PF00096;PF13912;
A0A0H4LYU9	PF07654;PF00129;
B4DRU5	PF00001;
B4DYP3	PF02262;PF02761;PF02762;
I6M538	PF00129;
B7Z959	PF00076;PF02037;
J7F566	PF00129;
J7HPH0	PF00146;
M0R2L7	PF03770;
A0A140T908	PF00129;
A0A059QHY5	PF00146;
A0A060D0Q1	PF07654;PF00129;
F8R8L7	PF00129;
F8WDC7	PF08477;
M0QYP0	PF01352;
Q8N9M2	PF01399;PF08375;
V5NWC7	PF00129;
A0A023Q700	PF00146;
A0A0J9YWV2	PF07686;
A0A0N7A4K7	PF00969;
B1W9N4	PF00032;PF00033;
D6RD71	PF01275;
F8LFS0	PF07654;PF00969;
H3BV73	PF00069;
L7XI03	PF00032;PF00033;
Q9BS10	PF01201;
Q9TQJ4	PF00129;
T1R351	PF00129;
U5IQK5	PF00969;
U5YKG9	PF07654;PF00129;
A0A0A0U6N4	PF00180;
A0A0A0WB88	PF07654;PF00969;
B4DM08	PF02297;PF00344;
M9P969	PF00129;
Q8N4D4	PF00122;
A0N0W2	PF00969;
A1E1P3	PF06444;PF00361;
H9XFB5	PF00096;
C9E869	PF00969;
C9JTA1	PF09790;
H7C1Z7	PF03031;
H7C2Q2	PF01472;PF16198;
Q59F60	PF00096;PF13912;
F8R1B5	PF00129;
G3DR79	PF00129;
M9PAC6	PF00129;
A0A0A7C6B9	PF00129;
E9PS50	PF08069;
Q860A6	PF00129;
A0A186VNN9	PF00969;
A8K353	PF05110;
F6IQJ5	PF07654;PF00129;
I6QTM5	PF07654;PF00129;
Q50KF8	PF05296;
Q5VXJ5	PF05483;
Q9BUA0	PF09294;PF01108;
I6NWJ2	PF00129;
D2DKZ2	PF00129;
D3U3M6	PF00129;
C7E572	PF00129;
X2C0Y9	PF06444;PF00361;
S4R3L2	PF00001;
A0A0A7C559	PF00129;
A0A0A7C6N2	PF00129;
B7Z220	PF03666;
I6ZTP9	PF00129;
A2N0U4	PF07686;
Q8WXY6	PF03414;
A0A059RW30	PF00507;
E3SGB4	PF00129;
R4KW00	PF07654;PF00129;
Q5TF55	PF00171;
E5RFU3	PF00132;
Q860A7	PF00129;
A0A0C4DFM8	PF01576;
C8CD01	PF00105;
A0A0A7C8C7	PF00969;
B3KUL7	PF15113;
B4DJ61	PF13965;
B4DYU5	PF00651;PF00096;
G0ZPP3	PF00969;
Q4G1Y7	PF01134;
V5JM76	PF06455;PF00361;PF00662;
Q546F7	PF07654;PF00129;
A0A0E3DCU2	PF00969;
B1B5Q8	PF02275;PF15508;
Q2F3K3	PF01094;
A0A186VN83	PF00129;
B2RC09	PF15148;
F5GXK4	PF00566;
A1Z5I6	PF00498;
B7Z7I4	PF00118;
D3JV11	PF00969;
J7F4Z5	PF00129;
M0QX65	PF00899;
A0A0H4MA15	PF07654;PF00129;
A4ZLF5	PF00032;PF00033;
H3BS01	PF14811;
J3QSB2	PF01926;
Q75ML9	PF07679;
Q9TNU8	PF00129;
T1R368	PF00129;
U5YBY5	PF00129;
U5YEV2	PF00129;
U5YYS4	PF00032;PF00033;
A0A1B0GTS0	PF04505;
B2D5J6	PF00032;PF00033;
F6IQY3	PF07654;PF00129;
J3QQU0	PF01205;
A0A0E3DC33	PF00129;
B4DPU8	PF07690;
D5FWE0	PF00129;
D5L9F2	PF00969;
F4NC18	PF07654;PF00129;
H9BYS5	PF00129;
Q68D18	PF01728;
Q6QRP2	PF13882;
A0A0K0KR18	PF00129;
C9E1D7	PF00129;
C9J9G2	PF00628;PF16737;
C9JNS9	PF00006;PF02874;
C9JXP0	PF15703;
H9KV32	PF08205;
A0A0S4T1N0	PF07654;PF00129;PF06623;
A0A024R5G7	PF00829;
A0A024RDT2	PF00001;
B7ZA74	PF00627;PF00240;PF09280;
G1ENS9	PF00129;
G3V5U9	PF15324;
Q8IWS1	PF02038;
A0A090N7V7	PF04103;
B1AHQ8	PF11111;
C9JK51	PF14952;
D5KMZ1	PF00067;
H9AB26	PF00969;
Q5QR40	PF07654;
A0A0S2Z5Z4	PF04969;
A0A0A7C4Z7	PF00129;
A0A060GZE9	PF00969;
F5H6H0	PF02178;
H2BEA5	PF00129;
A8D9Z7	PF00129;
C9JQM0	PF00335;
U3PYN1	PF07654;PF00969;
A7UJ17	PF00226;
B7ZBJ5	PF08569;
Q9UQM3	PF00091;PF03953;
B4DF67	PF13281;PF00069;
A0A0R4J2F6	PF05004;PF04836;
A0A087WYJ6	PF01094;PF00060;PF10613;
D7NP12	PF00129;
E5FWK8	PF00146;
Q659E6	PF15070;
Q8N6N5	PF00091;PF03953;
F6MF51	PF05337;
I3QHQ5	PF00129;
A0A0A7C9J2	PF00969;
D3U765	PF00129;
Q8MGZ1	PF07654;PF00129;PF06623;
A0A1C8DSW3	PF00129;
Q9BYX9	PF00096;
R4GN72	PF01992;
U5YMF4	PF07654;PF00129;
Q9MY59	PF00129;
A0A1C8DT82	PF00129;
F8VRJ2	PF00956;
L0BVM1	PF00129;
L0HR04	PF00129;
Q6NSF1	PF16501;
B7Z1H7	PF07452;PF00093;
D3U3M7	PF00129;
B7Z809	PF01268;PF00763;PF02882;
R9Y487	PF06455;PF00361;PF00662;
D2DKK6	PF00129;
Q96L67	PF00675;PF05193;PF16187;
F8VWW8	PF00149;
T1WER2	PF00129;
U5QB77	PF00047;PF13895;
A0A060VD11	PF07654;PF00129;PF06623;
D3U3Z8	PF00129;
M0R001	PF03109;
A0A125R6G4	PF07654;PF00129;PF06623;
H2KNE8	PF03462;PF00472;
A4D2F6	PF00076;
B7Z4Y5	PF00993;
D6REX8	PF02136;
K7EIF2	PF00071;
Q59G89	PF13012;
B4DWD3	PF00348;
B4E2Q9	PF00743;
C9WEQ1	PF00129;
A6YS06	PF07654;PF00129;PF06623;
B3KP02	PF10237;
B3VRH0	PF02932;
B4DS89	PF02351;
C5J407	PF07654;PF00129;PF06623;
D6C6D1	PF00129;
D6REC2	PF09271;
D6RGY3	PF05835;
D7SFE9	PF00032;PF00033;
D9UB12	PF07654;PF00129;PF06623;
F8R169	PF00129;
F8SKT3	PF00129;
F8SKZ3	PF00129;
Q05BU1	PF02185;
Q68D38	PF04960;
V5JAA9	PF00129;
W8JJB1	PF00439;
A0A109VDS5	PF00129;
E5E147	PF01059;PF00361;
K7ELV7	PF03137;
L0R3K3	PF00129;
Q30151	PF07654;PF00969;
F2XI59	PF07654;PF00129;
M9P8I0	PF00129;
A0A060VCX6	PF00129;
M9P963	PF00129;
A0A097DCZ8	PF03414;
B4DG30	PF01344;PF06588;
C0KLS2	PF00129;
K7ENU8	PF08205;PF07679;
S5CRT6	PF07654;PF00129;
V9HVW7	PF03247;
A0A096LP51	PF04104;
A0A0U1WN22	PF00047;
B4DU88	PF00627;
B4E2Z1	PF00069;
C9JAN8	PF00160;
H9LK99	PF00032;PF00033;
H9M486	PF06455;PF00361;PF00662;
C8XTM5	PF00969;
C9EJ80	PF06455;PF00361;PF00662;
C9K0C2	PF04981;
E7ETV3	PF03810;
M9PA25	PF00129;
A0A0A7C7L2	PF00969;
D6ML18	PF00129;
F2VNV9	PF00969;
H7C1Y3	PF15784;
A0A024R1T1	PF15684;
B8ZHC3	PF00969;
G0ZDW3	PF00129;
G1EP20	PF00129;
G3V2L2	PF02865;
Q9BW80	PF06959;PF16124;
A0A0E3DDE0	PF00129;
A0A0U1V1E6	PF00047;
A0A0G2JLX3	PF13516;PF02758;
K7P5Y6	PF00129;
O19507	PF07654;PF00969;
A0A0G2JMJ0	PF13895;
B7Z288	PF01094;PF00060;PF10613;
A0A0K0KR12	PF00129;
E9M5D1	PF00067;
D3JTB7	PF00129;
D3U3X6	PF00129;
H3BPA0	PF03259;
H3BSM2	PF07502;
M0R263	PF09005;
R4QTB2	PF00969;
Q6ZNJ6	PF00067;
W8XWJ3	PF07654;PF00129;
E2D5U0	PF00129;
E5RFI6	PF00850;
I3L3X8	PF00313;
Q53G89	PF03144;PF03143;
X5CT71	PF00853;
I0BW37	PF00129;
U5YBN0	PF00129;
C0M114	PF00129;
C9WD00	PF00129;
D0VE57	PF00969;
Q2PH59	PF00221;
Q9BTI9	PF16276;PF03066;
A0A087WZ21	PF00061;
L7PEY7	PF00129;
M0QXU8	PF03208;
A0PJI6	PF02737;PF00378;
K7EIK5	PF01179;
Q7YQ00	PF00129;
B3KM75	PF09735;
B4DZW8	PF00102;
G1EQ90	PF00129;
F8WDE4	PF10391;
B2R7P0	PF04377;PF04376;
K7R1Q4	PF00969;
Q3C162	PF00129;
T1WEP8	PF00129;
T2HLX9	PF00032;PF00033;
U5YD13	PF00129;
B4DUC5	PF03378;PF08506;
M9PAA9	PF00129;
Q5U8S4	PF00969;
B4DGS8	PF12129;
B4E0I1	PF01412;
K7EJ26	PF00076;
A0A186VNW5	PF00129;
B8ZZ51	PF02866;
B4DJU2	PF14360;
A0A0A7C4V2	PF00129;
A0A0A7C694	PF00969;
A0A0A7CAI5	PF00969;
B7ZAZ2	PF05458;
E9PKP0	PF08615;
G3V4K3	PF04840;
A0A1C3PHG3	PF07654;PF00129;PF06623;
Q8NEN2	PF00001;
A0A1C9J6R3	PF07686;
B3KX52	PF16070;PF15706;
B4DRV3	PF00063;
Q9NX72	PF01843;
K7EP65	PF01776;
V9HVZ9	PF07654;PF00129;PF06623;
A0A024RB72	PF01217;
B9EFL1	PF06455;PF00361;PF00662;
C9J321	PF09738;
E5RHL7	PF09324;
C7C3M7	PF07654;PF00129;
D3U487	PF00129;
E5RFU2	PF00561;PF13419;
G3V439	PF05458;
A0A024R9N5	PF03151;
Q4TVR7	PF02024;
Q96BK8	PF04063;PF04064;
F8VV69	PF05631;
K7P5T2	PF00129;
Q6I8R3	PF01712;
B3KXX8	PF10523;
B3KY19	PF00106;
B4DDL0	PF11904;
B4DZK9	PF06544;PF05773;
E9BVF5	PF07654;PF00129;
Q59GE3	PF07654;PF00993;
A0A0E3DDM1	PF00969;
A0A0H4MA78	PF07654;PF00129;
A0A143Y239	PF07654;PF00129;
Q05DF3	PF01873;
H0YIC1	PF04849;
A1Z0L9	PF00129;
D6RBU3	PF05773;
M0R0W8	PF08232;
S0F2C5	PF00969;
F8WBI0	PF00010;
F8WEC7	PF00096;PF13912;
N0BM85	PF00032;PF00033;
A0A0S1RVW8	PF07654;PF00969;
A0A143FYN8	PF00146;
A0A0A7C6P3	PF00969;
K9LDJ7	PF00129;
Q9MY77	PF00969;
U5YS13	PF00096;
A0A0B4J271	PF07686;
A0A1B0GV17	PF02931;PF02932;
D3U435	PF00129;
D6MKT5	PF00129;
D6MLM5	PF00129;
Q5SY74	PF08641;
B7Z4G4	PF13855;
B7Z7W0	PF02214;
C9K052	PF03577;
W5REE0	PF00969;
A6YXS5	PF00895;
R4QU44	PF00969;
T1Q6P2	PF00499;
J3KRR7	PF01302;PF00443;
K7EMI4	PF07859;
K7ERS0	PF01409;
S6CR96	PF07654;PF00969;
A0A0A7C7W1	PF00969;
E9PPC7	PF00069;
G1EPF9	PF00129;
G3V2H0	PF04137;
Q96G76	PF03261;
A0A024R4L7	PF01352;PF00096;
C0KTQ6	PF07654;PF00129;
Q29688	PF00969;
Q5K1Z3	PF07654;PF00129;
Q9UL31	PF00071;
A0A0A7C6T9	PF00969;
A0A0A7C733	PF00969;
Q6LBW6	PF00969;
S5DLH6	PF07654;PF00129;
A0A1C8DX12	PF00129;
A0A0C4DFW0	PF00780;PF02145;
A0A087WY96	PF00209;
D7P655	PF00146;
H0Y733	PF00155;
H0YAI5	PF13639;
H0YL55	PF02037;
A0A087X1J5	PF07647;
Q0G892	PF00146;
A0A0N7A683	PF00129;
B7Z8S8	PF00748;
D2K1N4	PF01059;PF00361;
H7BZC5	PF03810;
K9LD70	PF00129;
M9P9L7	PF00129;
A0A186VNJ8	PF00969;
F6L6Y5	PF03253;
I3PXH0	PF06455;PF00361;PF00662;
B3KTE3	PF00071;
D9UAY4	PF07654;PF00129;
A0A142J289	PF07654;PF00969;
A0A0X8DA35	PF00146;
B7Z9C0	PF00612;PF00063;
E5RHW2	PF01352;
C5IZP7	PF00129;
A0A089G6S3	PF00001;
F8R135	PF00129;
M0QXS4	PF09747;
U5IQJ8	PF00969;
B2RCD8	PF11261;
A0A0R4QNV0	PF06455;PF00361;PF00662;
B2CB35	PF06444;PF00361;
B2CB44	PF06455;PF00361;PF00662;
M9WLY3	PF07654;PF00129;
A0A0S2Z5N8	PF00753;
A0A0S4T3W5	PF07654;PF00129;PF06623;
A0A0S4XR02	PF07654;PF00129;PF06623;
J3KMZ0	PF12045;
A4FU59	PF07810;
A6YUP6	PF00146;
C9WCX4	PF00129;
C9WEV7	PF00969;
M4VR43	PF08210;
Q562E6	PF12179;PF00069;
C6K4F5	PF00129;
D6ML27	PF00129;
E7EQL1	PF00111;
E7EX64	PF00096;
H6X377	PF07654;PF00993;
Q30049	PF00969;
U5YCE6	PF00129;
A0A096VZ96	PF00146;
B2R8W4	PF05686;
C8ZLD6	PF00969;
J3KSC4	PF00071;
B4DGH1	PF00520;
C9JDK1	PF07885;
C9JNM6	PF05004;
A0A0A7C854	PF00969;
A0A0A7C9F0	PF00969;
B1ANH2	PF00625;
A0A024R3G8	PF08205;
B7Z5H8	PF10291;
D0VE51	PF00969;
Q8N5Z7	PF01159;PF03868;
Q4JNY1	PF00517;PF13804;
